vin,company,datehour,chargingpower,remainingelectricalrange,enginestatus,geolocation,mileage,speed
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:28:55,122.6715471,291.150305,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:29:13,122.6701901,312.3162607,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:29:29,122.6700042,338.6283063,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:29:40,122.6525117,321.7678898,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:29:59,122.6393197,288.3379892,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:30:13,122.6319927,362.9070334,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:30:33,122.6249627,297.4346417,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:30:51,122.6245732,279.7110841,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:30:56,122.6213059,319.3971551,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:31:05,122.619666,292.2441997,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:31:11,122.6190445,266.4168607,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:31:17,122.6169814,322.3144113,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:31:31,122.6045358,351.603608,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:31:51,122.6035094,359.6316983,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:32:01,122.5976589,313.9439146,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:32:21,122.5923693,286.2518097,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:32:27,122.5892809,315.6783435,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:32:41,122.5865353,278.8946146,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:32:49,122.5813403,314.1253771,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:33:01,122.5609346,332.7148262,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:33:16,122.5599595,305.740215,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:33:30,122.5573975,327.1481962,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:33:46,122.5535269,292.33498,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:33:57,122.5473893,341.0152228,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:34:09,122.5410395,286.7027732,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:34:16,122.5401558,352.1530461,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:34:21,122.5384589,359.5408809,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:34:31,122.5357749,359.7224655,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:34:41,122.5316891,299.5385639,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:34:54,122.5209438,281.0744144,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:35:03,122.5169183,277.0764922,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:35:12,122.5124418,281.5263864,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:35:28,122.5046055,265.4115283,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:35:36,122.5000899,338.5374396,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:35:54,122.4931835,317.9544556,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:36:14,122.4909975,329.4264882,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:36:26,122.4904143,327.7806222,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:36:33,122.4828814,333.4408122,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:36:40,122.4803423,367.5358472,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:36:45,122.4773755,338.2645926,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:36:57,122.4740983,307.9297927,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:37:15,122.4706919,362.6325904,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:37:26,122.459066,290.5145595,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:37:35,122.4547063,278.9853218,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:37:41,122.4472531,305.8309166,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:37:46,122.4438004,364.3619594,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:37:51,122.4431313,362.723289,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 23:38:09,122.4398701,337.1748759,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 23:38:28,122.4332755,346.850625,OFF,"8.54007657760685, 13.3153550469873",92575,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:38:33,122.4326959,342.0235101,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:38:38,122.4326566,281.3454745,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:38:43,122.4288787,337.722578,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:38:57,122.4259998,288.6103395,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 23:39:17,122.4228654,365.5391003,OFF,"-5.090988806607142, -42.81904856544222",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:39:23,122.420526,311.8632277,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 23:39:32,122.4144656,310.866373,OFF,"34.155516648310744, -118.81933251908082",92580,0
,,,,,,,,
VjamRugCrs8356684,,,122.4124327,290.4238491,OFF,,92580,0
RzIEMxvoHd6229617,,,122.4119052,307.658501,OFF,,92580,0
VjamRugCrs8356684,,,122.4085512,348.4898911,OFF,,92580,0
RzIEMxvoHd6229617,,,122.4063413,288.5196536,OFF,,92580,0
cLrVrQDRWs0069145,,,122.4052801,363.9052755,OFF,,92580,0
cLrVrQDRWs0069145,,,122.403036,286.0698292,OFF,,92580,0
kGnkdVNDSU7115538,,,122.3988408,367.0836435,OFF,,92580,0
cLrVrQDRWs0069145,,,122.397832,272.8012388,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3931157,NaN,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3917391,327.419227,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3798708,312.0440701,OFF,,92580,0
RzIEMxvoHd6229617,,,122.369317,359.8131095,OFF,,92580,0
kGnkdVNDSU7115538,,,122.3679105,291.0594372,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3666935,332.5330692,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3592441,265.685213,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3504636,313.4024899,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3457686,305.3783913,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3455026,336.5344071,OFF,,92580,0
VjamRugCrs8356684,,,122.3436628,331.4462142,OFF,,92580,0
VjamRugCrs8356684,,,122.3351694,366.9929777,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3338162,266.0526463,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3320414,314.2159934,OFF,,92580,0
VjamRugCrs8356684,,,122.3284635,333.0780987,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3274475,352.243659,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3216772,361.9092718,OFF,,92580,0
RzIEMxvoHd6229617,,,122.3213009,324.7786422,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3119334,354.4213896,OFF,,92580,0
VjamRugCrs8356684,,,122.3110584,299.2664269,OFF,,92580,0
cLrVrQDRWs0069145,,,122.3072551,352.0622756,OFF,,92580,0
kGnkdVNDSU7115538,,,122.3021409,352.425218,OFF,,92580,0
kGnkdVNDSU7115538,,,122.2947845,324.6880338,OFF,,92580,0
kGnkdVNDSU7115538,,,122.2877531,367.445121,OFF,,92580,0
VjamRugCrs8356684,,,122.2828358,285.6162842,OFF,,92580,0
RzIEMxvoHd6229617,,,122.2681587,318.4092045,OFF,,92580,0
VjamRugCrs8356684,,,122.2593397,305.1064889,OFF,,92580,0
VjamRugCrs8356684,,,122.2578953,290.2422007,OFF,,92580,0
VjamRugCrs8356684,,,122.2421416,332.8962904,OFF,,92580,0
VjamRugCrs8356684,,,122.2417376,276.8015817,OFF,,92577,0
RzIEMxvoHd6229617,,,122.2408742,273.80173,OFF,,92580,0
RzIEMxvoHd6229617,,,122.2379041,299.1758261,OFF,,92580,0
VjamRugCrs8356684,,,122.2347042,361.9998161,OFF,,92580,0
VjamRugCrs8356684,,,122.2318347,351.5127898,OFF,,92580,0
VjamRugCrs8356684,,,122.2284477,341.474525,OFF,,92580,0
cLrVrQDRWs0069145,,,122.2283642,303.0921285,OFF,,92580,0
RzIEMxvoHd6229617,,,122.2276748,289.7031448,OFF,,92580,0
kGnkdVNDSU7115538,,,122.2256209,367.174181,OFF,,92580,0
VjamRugCrs8356684,,,122.2200646,285.8881734,OFF,,92580,0
VjamRugCrs8356684,,,122.2075033,337.8131021,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1967379,275.8966583,OFF,,92580,0
VjamRugCrs8356684,,,122.1882763,313.1309967,OFF,,92580,0
kGnkdVNDSU7115538,,,122.1836472,333.3500842,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1744115,323.3189931,OFF,,92580,0
cLrVrQDRWs0069145,,,122.1595015,301.0797597,OFF,,92580,0
VjamRugCrs8356684,,,122.159205,369.722513,OFF,,92580,0
cLrVrQDRWs0069145,,,122.1572352,285.79764,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1554123,335.6312033,OFF,,92580,0
VjamRugCrs8356684,,,122.1519574,276.7110323,OFF,,92580,0
VjamRugCrs8356684,,,122.1513813,299.3569094,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1391967,297.6155784,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1309818,333.2595778,OFF,,92580,0
RzIEMxvoHd6229617,,,122.130366,283.8935531,OFF,,92580,0
kGnkdVNDSU7115538,,,122.1274882,342.3856832,OFF,,92580,0
kGnkdVNDSU7115538,,,122.1257073,280.8936307,OFF,,92580,0
RzIEMxvoHd6229617,,,122.1253423,297.5251049,OFF,,92580,0
VjamRugCrs8356684,,,122.1056363,327.9613615,OFF,,92580,0
kGnkdVNDSU7115538,,,122.1041287,315.8600572,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0954969,311.4078911,OFF,,92580,0
RzIEMxvoHd6229617,,,122.0777729,333.5312402,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0594586,301.3541069,OFF,,92580,0
kGnkdVNDSU7115538,,,122.058421,338.1738686,OFF,,92580,0
RzIEMxvoHd6229617,,,122.0579371,320.4882926,OFF,,92580,0
cLrVrQDRWs0069145,,,122.0479078,312.1344759,OFF,,92580,0
cLrVrQDRWs0069145,,,122.0469305,335.7216084,OFF,,92580,0
cLrVrQDRWs0069145,,,122.0340224,300.9892712,OFF,,92580,0
RzIEMxvoHd6229617,,,122.0314134,316.0408249,OFF,,92580,0
RzIEMxvoHd6229617,,,122.0304688,,OFF,,92580,0
cLrVrQDRWs0069145,,,122.0273075,344.6689112,OFF,,92580,0
VjamRugCrs8356684,,,122.0270609,311.7725458,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0210134,292.425366,OFF,,92580,0
cLrVrQDRWs0069145,,,122.0109482,336.6247856,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0054776,265.5945765,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0049708,315.9504312,OFF,,92580,0
kGnkdVNDSU7115538,,,122.0042545,297.7981248,OFF,,92580,0
RzIEMxvoHd6229617,,,122.0028436,284.9878768,OFF,,92580,0
cLrVrQDRWs0069145,,,121.9982467,337.9034711,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9957443,311.1372277,OFF,,92580,0
cLrVrQDRWs0069145,,,121.9804596,312.9503178,OFF,,92580,0
kGnkdVNDSU7115538,,,121.9581167,303.001589,OFF,,92580,0
kGnkdVNDSU7115538,,,121.9533494,320.3081113,OFF,,92580,0
cLrVrQDRWs0069145,,,121.9444223,300.627506,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9432602,275.9869867,OFF,,92580,0
cLrVrQDRWs0069145,,,121.934637,327.5095489,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9279154,283.8030862,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9182904,312.6795539,OFF,,92580,0
cLrVrQDRWs0069145,,,121.9178624,323.2284935,OFF,,92580,0
kGnkdVNDSU7115538,,,121.9110249,316.1311293,OFF,,92580,0
cLrVrQDRWs0069145,,,121.9086637,354.0528594,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9030473,367.3545375,OFF,,92580,0
RzIEMxvoHd6229617,,,121.9012437,307.7487982,OFF,,92580,0
RzIEMxvoHd6229617,,,121.8924931,327.8709129,OFF,,92580,0
RzIEMxvoHd6229617,,,121.891983,368.0840782,OFF,,92580,0
VjamRugCrs8356684,,,121.8838996,305.2877648,OFF,,92580,0
VjamRugCrs8356684,,,121.8817889,327.6898885,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8725695,327.2384722,OFF,,92580,0
RzIEMxvoHd6229617,,,121.8713303,300.807969,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8707407,361.8186632,OFF,,92580,0
cLrVrQDRWs0069145,,,121.870096,335.2667188,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8684953,307.8390712,OFF,,92580,0
kGnkdVNDSU7115538,,,121.8624775,281.2547836,OFF,,92580,0
kGnkdVNDSU7115538,,,121.8452002,287.8827041,OFF,,92580,0
VjamRugCrs8356684,,,121.8392798,324.8688935,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8360235,310.9566219,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8351701,292.0636939,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8220165,311.0468605,OFF,,92580,0
cLrVrQDRWs0069145,,,121.8193103,355.520487,OFF,,92580,0
RzIEMxvoHd6229617,,,121.8131273,319.9445244,OFF,,92580,0
VjamRugCrs8356684,,,121.8073294,286.6120021,OFF,,92580,0
VjamRugCrs8356684,,,121.8068656,349.30987,OFF,,92580,0
RzIEMxvoHd6229617,,,121.804333,313.5823252,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7996734,366.8122596,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7972772,292.7855199,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7863461,311.2274398,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7805991,292.6952997,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7795574,287.5230497,OFF,,92580,0
kGnkdVNDSU7115538,,,121.7769247,295.2474867,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7765845,312.8599619,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7762971,339.2678121,OFF,,92580,0
RzIEMxvoHd6229617,,,121.775621,345.302464,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7742506,312.769757,OFF,,92580,0
VjamRugCrs8356684,,,121.7731004,325.4213783,OFF,,92580,0
VjamRugCrs8356684,,,121.7680389,290.6047581,OFF,,92580,0
kGnkdVNDSU7115538,,,121.7639956,282.9802964,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7573666,311.9534183,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7559489,319.4873447,OFF,,92580,0
kGnkdVNDSU7115538,,,121.7552837,291.9734456,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7541294,320.5784808,OFF,,92580,0
kGnkdVNDSU7115538,,,121.7537106,300.7176939,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7534115,325.511566,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7447932,318.4993858,OFF,,92580,0
VjamRugCrs8356684,,,121.7410666,345.2122598,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7359786,283.0704712,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7293934,334.4460623,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7281919,313.0404868,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7280737,292.8756888,OFF,,92580,0
VjamRugCrs8356684,,,121.7189968,313.7621809,OFF,,92580,0
cLrVrQDRWs0069145,,,121.718646,281.4356365,OFF,,92580,0
RzIEMxvoHd6229617,,,121.7184852,323.5939102,OFF,,92580,0
VjamRugCrs8356684,,,121.7148545,338.083455,OFF,,92580,0
kGnkdVNDSU7115538,,,121.7099337,305.5584739,OFF,,92580,0
cLrVrQDRWs0069145,,,121.7074244,349.2196427,OFF,,92580,0
kGnkdVNDSU7115538,,,121.6960479,282.3440883,OFF,,92580,0
kGnkdVNDSU7115538,,,121.6960331,294.4230636,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6952318,320.9418281,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6930572,344.5785206,OFF,,92580,0
cLrVrQDRWs0069145,,,121.6785889,353.2389647,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6681413,334.8118893,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6634785,294.3329184,OFF,,92580,0
cLrVrQDRWs0069145,,,121.6615782,,OFF,,92580,0
cLrVrQDRWs0069145,,,121.6556463,286.341925,OFF,,92580,0
cLrVrQDRWs0069145,,,121.6465588,320.6685894,OFF,,92580,0
VjamRugCrs8356684,,,121.6427943,266.872889,OFF,,92580,0
kGnkdVNDSU7115538,,,121.6406839,316.493489,OFF,,92580,0
VjamRugCrs8356684,,,121.6373314,292.5154677,OFF,,92580,0
cLrVrQDRWs0069145,,,121.6359752,281.1645151,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6342421,366.9023591,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6322318,368.9006803,OFF,,92580,0
kGnkdVNDSU7115538,,,121.6272379,327.3285664,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6145632,342.475768,OFF,,92580,0
cLrVrQDRWs0069145,,,121.60753,363.1780826,OFF,,92580,0
RzIEMxvoHd6229617,,,121.6005364,352.7903552,OFF,,92580,0
kGnkdVNDSU7115538,,,121.5906261,312.589244,OFF,,92580,0
VjamRugCrs8356684,,,121.5844237,353.1488324,OFF,,92580,0
cLrVrQDRWs0069145,,,121.5842996,369.8125755,OFF,,92580,0
cLrVrQDRWs0069145,,,121.5793233,291.8832565,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5781438,367.2642389,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5766665,327.5996057,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5683194,277.2562781,OFF,,92580,0
VjamRugCrs8356684,,,121.551087,289.8830832,OFF,,92580,0
VjamRugCrs8356684,,,121.5452749,296.7057885,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5370886,280.9836582,OFF,,92580,0
VjamRugCrs8356684,,,121.5216078,293.4204679,OFF,,92580,0
cLrVrQDRWs0069145,,,121.5210082,301.9877184,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5191319,345.1220813,OFF,,92580,0
cLrVrQDRWs0069145,,,121.5138044,311.31745,OFF,,92580,0
RzIEMxvoHd6229617,,,121.5006645,299.9894821,OFF,,92580,0
kGnkdVNDSU7115538,,,121.5006037,363.268083,OFF,,92580,0
RzIEMxvoHd6229617,,,121.4980148,368.3540009,OFF,,92580,0
cLrVrQDRWs0069145,,,121.4957977,317.7738903,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4914244,279.2597508,OFF,,92580,0
RzIEMxvoHd6229617,,,121.4803969,368.1740637,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4726842,289.6126058,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4715962,286.5217745,OFF,,100,0
VjamRugCrs8356684,,,121.4713871,279.5293524,OFF,,92580,0
RzIEMxvoHd6229617,,,121.4704327,318.7685356,OFF,,92580,0
cLrVrQDRWs0069145,,,121.4670626,296.5260024,OFF,,92580,0
VjamRugCrs8356684,,,121.4653183,267.2311986,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4452102,345.8462659,OFF,,92580,0
cLrVrQDRWs0069145,,,121.441897,323.6838672,OFF,,92580,0
cLrVrQDRWs0069145,,,121.4387066,347.6734478,OFF,,92580,0
VjamRugCrs8356684,,,121.4385577,,OFF,,92580,0
RzIEMxvoHd6229617,,,121.4363423,346.0261114,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4277904,348.0323574,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4263918,369.9920812,OFF,,92580,0
cLrVrQDRWs0069145,,,121.4203672,313.2209377,OFF,,92580,0
kGnkdVNDSU7115538,,,121.41717,368.2640024,OFF,,92580,0
cLrVrQDRWs0069145,,,121.41716,292.9656275,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4127025,334.9916704,OFF,,92580,0
RzIEMxvoHd6229617,,,121.4044335,312.4061899,OFF,,92580,0
cLrVrQDRWs0069145,,,121.403016,287.7924484,OFF,,92580,0
kGnkdVNDSU7115538,,,121.4026637,277.346206,OFF,,92580,0
cLrVrQDRWs0069145,,,121.4015874,305.4683184,OFF,,92580,0
kGnkdVNDSU7115538,,,121.390188,285.3470831,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3657944,289.7930454,OFF,,92580,0
kGnkdVNDSU7115538,,,121.3607989,301.80815,OFF,,92580,0
VjamRugCrs8356684,,,121.3582929,334.3558924,OFF,,92580,0
RzIEMxvoHd6229617,,,121.35782,347.9424108,OFF,,92580,0
kGnkdVNDSU7115538,,,121.357154,303.2718817,OFF,,92580,0
cLrVrQDRWs0069145,,,121.355058,345.9361586,OFF,,92580,0
VjamRugCrs8356684,,,121.3504539,353.9625567,OFF,,92580,0
kGnkdVNDSU7115538,,,121.3473253,325.6912472,OFF,,92580,0
VjamRugCrs8356684,,,121.3432518,318.9482123,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3371012,352.8802345,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3368395,368.9905594,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3320679,316.4033848,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3315142,326.787875,OFF,,92580,0
VjamRugCrs8356684,,,121.3278992,359.4501116,OFF,,92580,0
RzIEMxvoHd6229617,,,121.325182,286.4317955,OFF,,92580,0
cLrVrQDRWs0069145,,,121.3244177,346.1159813,OFF,,92580,0
cLrVrQDRWs0069145,,,121.3234712,273.439148,OFF,,92580,0
VjamRugCrs8356684,,,121.3178338,285.1674823,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3103349,299.0852795,OFF,,92580,0
kGnkdVNDSU7115538,,,121.3096551,303.1819875,OFF,,92580,0
RzIEMxvoHd6229617,,,121.3026005,A,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2923203,319.1272946,OFF,,92580,0
VjamRugCrs8356684,,,121.291895,334.9017351,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2896841,282.1643084,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2780143,341.8415395,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2749885,370.0819145,OFF,,92580,0
VjamRugCrs8356684,,,121.2726235,307.296493,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2725371,360.177939,OFF,,92580,0
VjamRugCrs8356684,,,121.2699528,317.8637199,OFF,,92580,0
cLrVrQDRWs0069145,,,121.2674293,359.3602391,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2632936,337.9932958,OFF,,92580,0
VjamRugCrs8356684,,,121.2629057,359.1809781,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2526133,279.4393736,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2522438,334.7217647,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2435848,337.3543028,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2381334,279.3495568,OFF,,92580,0
VjamRugCrs8356684,,,121.2351514,325.781051,OFF,,92580,0
VjamRugCrs8356684,,,121.2349551,342.1133138,OFF,,92580,0
RzIEMxvoHd6229617,,,121.2274567,365.4484167,OFF,,92580,0
cLrVrQDRWs0069145,,,121.2223888,321.0316225,OFF,,92580,0
cLrVrQDRWs0069145,,,121.2222447,325.6013603,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2201986,318.8583284,OFF,,92580,0
kGnkdVNDSU7115538,,,121.2075367,326.6979998,OFF,,92580,0
cLrVrQDRWs0069145,,,121.195165,283.9833273,OFF,,92580,0
VjamRugCrs8356684,,,121.1922173,370.1716865,OFF,,92580,0
RzIEMxvoHd6229617,,,121.1922173,370.1716865,OFF,,92580,0
RzIEMxvoHd6229617,,,121.1922173,370.1716865,OFF,,92580,0
kGnkdVNDSU7115538,,,121.1922173,370.1716865,OFF,,92580,0
cLrVrQDRWs0069145,,,121.1922173,370.1716865,OFF,,92580,0
RzIEMxvoHd6229617,,,121.1922173,370.1716865,OFF,,92580,0
cLrVrQDRWs0069145,,,121.1922173,370.1716865,OFF,,92580,0
RzIEMxvoHd6229617,,,121.1922173,370.1716865,OFF,,92580,0
cLrVrQDRWs0069145,,,121.1922173,370.1716865,OFF,,92580,0
